FID_grid,Longitude,Latitude,Samara species richness,Woody samara species richness,Herb samara species richness,Total species,Precentage of total samara,Precentage of woody samara,Precentage of herb samara,Altitude,TOP,ARI,MAT,MDR,TS,TWarmQ,MTCQ,AP,PS,PWQ,PDQ,AMeanW,AMaxW,AMinW
122,110.3164291,27.06148529,105,72,33,2103,0.049928673,0.064516129,0.03343465,555.3837,274.8113,1.587607727,13.45416667,7.491666667,787.2000391,22.85,3.383333333,1475,51.18957939,634,169,2.066666613,2.299999952,1.899999976
123,111.328125,27.00888252,26,16,10,548,0.047445255,0.053691275,0.039840637,355.8309,173.34,0.176600006,17.1375,7.558333333,844.3478522,27.21666667,6.4,1356,49.86972113,598,182,1.791666647,2.099999905,1.600000024
124,112.3385162,26.94715118,68,54,14,1261,0.053925456,0.079411765,0.024054983,160.8622,118.2652,0.016840576,18.29166667,7.733333333,883.1988177,28.7,7.116666667,1441,44.37669986,582,197,1.833333304,2,1.600000024
125,113.347374,26.87630272,3,0,3,96,0.03125,0,0.054545455,224.4254,176.3371,0.01970533,18.06666667,7.983333333,863.2268567,28.33333333,7.066666667,1539,43.40334038,610,192,1.949999978,2.099999905,1.799999952
126,114.3545151,26.7963562,88,65,23,2043,0.043073911,0.06012951,0.023858921,326.2336,288.4545,0.704479156,17.16666667,8,821.1890861,26.88333333,6.65,1545,50.57944943,666,176,1.991666625,2.099999905,1.799999952
127,115.359726,26.7073288,35,21,14,831,0.04211793,0.048837209,0.034739454,281.6149,186.9372,0.573036987,17.51666667,8.3,799.0515211,26.88333333,7.233333333,1596,58.76567476,742,163,2.049999962,2.299999952,1.799999952
128,116.3628082,26.60924149,53,36,17,1175,0.045106383,0.057784912,0.03074141,400.6051,184.0727,0.400388535,18.49583333,9.308333333,775.3517042,27.48333333,8.416666667,1721,64.64734361,845,167,2.016666651,2.400000095,1.700000048
129,117.3635712,26.50211525,57,39,18,1546,0.03686934,0.053278689,0.022031824,513.1218,229.0083,1.524945511,17.775,8.933333333,689.0325893,25.76666667,8.816666667,1786,62.17346602,843,161,2.033333331,2.5,1.600000024
130,118.3618164,26.3859787,14,8,6,340,0.041176471,0.032388664,0.065934066,497.35,265.1774,0.890770752,19.40833333,8.283333333,670.3690752,27.28333333,10.86666667,1607,57.91828962,711,140,1.900000016,2.400000095,1.5
131,119.2668533,26.2689743,13,3,10,540,0.024074074,0.011673152,0.035714286,392.9276,303.9652,0.967762573,16.84166667,6.966666667,640.3473253,24.41666667,8.95,1652,54.38321537,639,141,3,4.199999809,2.400000095
132,92.27235413,27.36602592,26,19,7,1113,0.023360288,0.061093248,0.008739076,2909.7859,1245.3973,1.381193481,15.625,11.16666667,495.3304682,21.1,8.983333333,1669,96.34680374,977,27,1.158333331,1.700000048,0.800000012
133,92.99868011,27.44613075,26,19,7,1113,0.023360288,0.061093248,0.008739076,1732.4818,959.091,3.801391846,18.27083333,10.69166667,476.4139641,23.5,11.81666667,2050,92.92188125,1161,43,0.983333339,1.5,0.600000024
134,93.75744629,27.52465248,26,19,7,1113,0.023360288,0.061093248,0.008739076,1187.9541,594.9544,1.225435181,17.81666667,10.53333333,470.3544763,22.96666667,11.45,2172,90.48913604,1211,50,1.075000013,1.5,0.699999988
135,96.97872162,28.03001022,72,58,14,2617,0.027512419,0.055238095,0.008928571,3086.7102,1019.8928,4.672398926,15.29166667,10.28333333,490.5369661,20.6,8.75,2277,97.98355687,1394,50,1.158333331,1.700000048,0.899999976
136,98.43175507,27.99792862,129,85,44,3723,0.034649476,0.054071247,0.020531965,3241.1219,705.9368,2.579834473,5.754166667,10.19166667,524.4497477,11.91666667,-0.816666667,850,83.4882176,466,36,2.733333309,3.700000048,2.299999952
137,99.10092926,27.93032455,103,72,31,3272,0.031479218,0.066237351,0.014226709,3311.8949,726.3244,2.335209961,4.341666667,10.61666667,532.5275637,10.56666667,-2.316666667,770,89.03557749,439,32,2.841666679,3.400000095,2.299999952
138,100.1235886,27.97888947,0,0,0,0,NA,NA,NA,3523.8799,676.1394,1.953702393,3.7375,12.375,544.4643949,10.01666667,-3.2,789,107.0000326,506,17,3.241666655,3.900000095,2.599999905
139,101.1472778,28.01823425,109,62,47,3343,0.032605444,0.054818744,0.021383076,3208.3534,569.3926,1.952852783,8.6,13.21666667,515.7386583,14.45,1.883333333,913,107.0828504,576,11,2.416666637,3.400000095,1.799999952
140,102.1717911,28.04834938,49,33,16,1199,0.040867389,0.060550459,0.024653313,2479.6294,574.8573,0.191187012,17.4125,11.10833333,505.353724,22.95,10.6,984,100.0716308,586,17,1.683333327,2.5,1.200000048
141,103.196907,28.06922722,134,95,39,3219,0.041627835,0.06592644,0.021984216,2272.2435,646.0724,3.667836548,9.083333333,9.833333333,555.1712812,15.53333333,1.783333333,1118,89.55355313,628,32,2.024999996,2.5,1.600000024
142,104.2224121,28.08086014,65,48,17,1448,0.044889503,0.05918619,0.026645768,1180.2844,500.0398,0.998618774,16.2875,8.675,675.8937685,24.05,7.333333333,962,78.59227836,506,47,1.391666671,1.700000048,1
143,105.2480774,28.08324623,42,29,13,1007,0.041708044,0.048252912,0.032098765,940.1671,386.6763,2.160631714,15.21666667,7.433333333,697.0402797,23.41666667,6.1,1028,72.41175663,508,61,1.524999986,1.799999952,1.299999952
144,106.2736893,28.07638741,42,30,12,831,0.050541516,0.057692308,0.038461538,1006.1097,264.726,1.379931702,16.52083333,7.375,736.189385,25.21666667,6.966666667,1058,66.92628721,484,64,1.574999998,1.899999976,1.299999952
145,107.2990341,28.06028175,51,35,16,931,0.054779807,0.064695009,0.040920716,1018.5266,207.096,0.792247559,15.9,7.516666667,767.8423134,25.01666667,5.983333333,1120,64.15950815,510,67,1.800000012,2.200000048,1.399999976
146,108.3238831,28.0349369,105,79,26,2195,0.047835991,0.065451533,0.026236125,815.9424,247.716,1.154251465,15.83333333,7.5,788.1720317,25.26666667,5.75,1193,60.75830401,526,76,1.608333329,2.099999905,1.299999952
147,109.3480301,28.00035477,91,75,16,1940,0.046907216,0.071360609,0.017957351,531.5925,201.8105,0.493347839,14.94583333,7.991666667,807.0610497,24.6,4.616666667,1316,56.47386372,539,104,1.633333345,2,1.299999952
148,110.3712463,27.95654869,10,8,2,220,0.045454545,0.060606061,0.022222222,418.4327,258.4316,0.731332169,16.78333333,8.116666667,838.9531717,26.81666667,6.083333333,1390,54.54688491,619,150,1.708333353,2.099999905,1.600000024
149,111.3933258,27.90352631,21,17,4,336,0.0625,0.087179487,0.027972028,438.9872,238.3321,0.732314209,15.99166667,7.466666667,852.8130812,26.21666667,5.15,1450,49.38211232,623,177,1.816666633,1.899999976,1.700000048
150,112.4140472,27.84130287,5,5,0,79,0.063291139,0.119047619,0,144.3585,104.0882,0.166968201,17.74166667,7.5,904.3878727,28.46666667,6.2,1488,44.73775001,594,184,1.841666639,2,1.700000048
151,113.4332047,27.76989365,0,0,0,21,0,0,0,154.9632,133.934,0.166761681,17.675,8.066666667,881.776358,28.15,6.416666667,1545,45.96460327,636,190,1.899999986,2.099999905,1.700000048
152,114.4505768,27.68931389,52,38,14,1054,0.049335863,0.065404475,0.029598309,251.1224,218.8334,0.437757385,17.2875,8.341666667,845.6550043,27.36666667,6.516666667,1598,50.68781262,697,192,2.091666629,2.200000048,1.899999976
153,115.4659653,27.59958649,4,3,1,92,0.043478261,0.044117647,0.041666667,132.7681,118.4245,0.849888428,17.775,8.083333333,844.3946191,27.78333333,6.983333333,1460,58.72003443,686,161,2.108333319,2.299999952,1.899999976
154,116.4791641,27.50073051,61,47,14,1325,0.046037736,0.061760841,0.024691358,237.9966,202.7789,1.551552063,15.67916667,7.725,782.055736,24.91666667,5.633333333,1829,60.36957755,865,180,2.475000004,2.799999952,2.200000048
155,117.4899673,27.39277267,39,26,13,804,0.048507463,0.056521739,0.037790698,518.0235,284.8317,0.841223557,18.53333333,9.066666667,753.2092952,27.28333333,8.833333333,1826,66.49475539,907,172,2.033333331,2.5,1.600000024
156,118.4981689,27.27573586,41,28,13,1020,0.040196078,0.04973357,0.028384279,479.579,279.8197,1.0682547,16.47083333,8.175,702.4970344,24.71666667,7.5,1930,59.0002842,871,171,2.12499998,2.599999905,1.700000048
157,119.5035782,27.14964867,13,11,2,388,0.033505155,0.045833333,0.013422819,665.1694,329.6119,1.902528625,15.77083333,7.691666667,690.297888,23.91666667,7.116666667,1827,53.47815138,713,160,2.783333302,3.700000048,2.099999905
158,88.49476624,28.13641739,22,15,7,1109,0.019837692,0.067567568,0.00792752,4761.4374,470.8807,1.257597656,-0.791666667,14.4,656.7925968,7.1,-8.9,303,132.4554548,221,4,3.49999998,4.599999905,2.599999905
159,89.51660919,28.23579216,0,0,0,98,0,0,0,5070.3735,516.7654,1.274790527,0.166666667,14.2,659.1224653,8.016666667,-8.016666667,278,128.7859298,199,3,3.708333274,5.099999905,2.700000048
160,90.85347748,28.26763725,4,4,0,92,0.043478261,0.072727273,0,4899.5761,708.6965,2.95134082,0.675,14.4,643.0661637,8.333333333,-7.3,296,127.1981178,211,2,2.825000008,3.299999952,2.400000095
161,91.85494995,28.22147751,26,19,7,1113,0.023360288,0.061093248,0.008739076,4851.4904,431.2305,3.276306152,-3.729166667,14.24166667,629.2652943,3.866666667,-11.4,292,122.7176528,203,4,3.950000028,4.800000191,3.099999905
162,92.87463379,28.33503151,4,4,0,442,0.009049774,0.027972028,0,4166.7443,1061.3627,4.300445068,-0.058333333,14.51666667,624.2735172,7.45,-7.75,318,117.2795397,214,4,2.608333369,3.200000048,2
163,93.89689636,28.43942833,16,13,3,547,0.029250457,0.059907834,0.009090909,2665.6279,1173.8512,3.144832764,14.275,11.76666667,523.0483204,20.18333333,7.383333333,1471,94.81310333,854,28,1.441666663,2.099999905,1.200000048
164,94.92153168,28.53463936,72,54,18,2374,0.030328559,0.045302013,0.015293118,1660.5473,957.3444,2.524235779,17.32083333,10.69166667,495.5091887,22.78333333,10.66666667,2371,94.88589078,1402,49,1.174999997,1.700000048,0.800000012
165,95.95708466,28.64690971,72,58,14,2617,0.027512419,0.055238095,0.008928571,2688.4043,1021.4587,4.184790344,16.85,10.78333333,507.135449,22.4,10.05,2338,97.16492949,1421,48,0.966666659,1.5,0.699999988
166,96.97394562,28.69948387,72,58,14,2617,0.027512419,0.055238095,0.008928571,3794.8378,826.5103,4.509858398,2.045833333,11.75833333,553.1540075,8.583333333,-4.833333333,719,90.83732163,413,23,3.100000004,4.300000191,2.5
167,98.00752258,28.76493263,72,58,14,2617,0.027512419,0.055238095,0.008928571,4193.0464,712.5854,2.303938477,-1.1375,11.65833333,560.5156919,5.516666667,-8.033333333,643,93.32433123,375,20,3.758333325,4.5,3.099999905
168,99.03949738,28.82318306,13,10,3,734,0.017711172,0.037313433,0.006507592,3836.6108,696.0574,2.370250488,1.9125,11.725,575.6740121,8.65,-5.266666667,614,94.39348869,363,20,3.175000012,3.700000048,2.400000095
169,100.0727692,28.87215233,55,34,21,2381,0.023099538,0.05601318,0.011904762,4120.7134,510.6012,1.032927246,-0.4875,13.125,592.8479991,6.366666667,-8.016666667,727,111.0205581,478,14,3.600000004,4.599999905,2.799999952
170,101.1071014,28.91182327,72,46,26,2144,0.03358209,0.060367454,0.018881627,3910.0352,584.9028,1.56389209,3.675,14,578.6956336,10.28333333,-3.833333333,853,109.2957532,549,11,3.183333337,4,2.5
171,102.1422882,28.94218826,108,77,31,2253,0.047936085,0.072985782,0.025898079,3044.6221,1006.0026,3.775850098,7.133333333,11.58333333,547.7944759,13.5,-0.016666667,1090,94.71942807,625,21,2.475000004,3.200000048,2
172,103.178093,28.96323967,89,69,20,2135,0.041686183,0.065464896,0.018501388,1852.4447,821.0375,3.02002478,12.2125,8.475,614.2923682,19.36666667,4.166666667,1103,88.71226191,611,34,1.608333319,2,1.299999952
173,104.2142944,28.97496986,61,45,16,1399,0.043602573,0.055282555,0.02739726,543.0874,283.5615,0.113186279,18.1,7.45,693.2236947,26.28333333,9.1,1165,83.04873164,633,55,1.233333329,1.5,1
174,105.2506714,28.97737694,9,3,6,236,0.038135593,0.028301887,0.046153846,348.8579,75.8099,0.092571991,18.53333333,6.633333333,711.2739318,27,9.3,1112,70.6788974,542,75,1.316666643,1.5,1.100000024
175,106.2869873,28.97046089,16,7,9,325,0.049230769,0.034146341,0.075630252,537.9586,300.2424,0.958449005,18.23333333,6.7,745.3349867,27.21666667,8.666666667,1082,64.74434588,480,68,1.316666663,1.5,1.100000024
176,107.3230286,28.95421982,36,24,12,728,0.049450549,0.056338028,0.039735099,957.0937,339.5337,0.978151245,14.69166667,6.866666667,751.4707801,23.71666667,5.066666667,1203,61.6932699,523,71,1.741666665,2.200000048,1.299999952
177,108.3585587,28.92866325,65,50,15,1480,0.043918919,0.063613232,0.02170767,855.487,262.8289,1.988998352,15.51666667,7.75,773.0292636,24.76666667,5.616666667,1288,60.11805761,554,77,1.583333343,2,1.299999952
178,109.3933563,28.89379501,63,47,16,1286,0.048989114,0.069117647,0.026359143,585.7281,219.2236,0.931098907,15.73333333,8.216666667,807.8938199,25.43333333,5.4,1398,58.14316743,608,100,1.641666671,2.200000048,1.299999952
179,110.4272079,28.84962463,87,66,21,1641,0.053016453,0.071817193,0.029045643,456.8763,208.8384,0.924982178,15.52083333,8.008333333,825.1128252,25.43333333,5.016666667,1471,56.6513796,642,128,1.725000004,2.099999905,1.5
180,111.459877,28.79616356,19,16,3,295,0.06440678,0.089385475,0.025862069,172.1852,157.4043,0.160858475,17.29583333,7.658333333,876.6736159,27.88333333,6.166666667,1359,49.81106589,568,155,1.808333317,1.899999976,1.600000024
181,112.4911499,28.73342514,1,1,0,118,0.008474576,0.02173913,0,53.1932,60.6305,0.006406134,17.53333333,7.25,909.7910183,28.43333333,5.916666667,1339,48.3210319,570,169,1.899999966,2.099999905,1.700000048
182,113.5208054,28.66142845,28,18,10,445,0.062921348,0.076923077,0.046728972,201.3223,189.511,0.421937164,16.6625,7.858333333,883.644635,27.23333333,5.383333333,1483,50.81045294,650,182,2.041666597,2.099999905,1.899999976
183,114.5486298,28.58019066,79,56,23,1481,0.053342336,0.07,0.033625731,376.6052,265.8665,1.167335999,14.9,8.466666667,831.8134625,24.88333333,4.333333333,1630,52.68057049,720,182,2.400000016,2.700000048,2.099999905
184,115.5744019,28.48973083,23,23,0,553,0.04159132,0.070552147,0,75.6879,116.0373,0.017906124,17.93333333,8.016666667,868.8506863,28.31666667,6.95,996,54.03278961,447,117,2.016666641,2.200000048,1.799999952
185,116.5979156,28.39007378,9,6,3,192,0.046875,0.058823529,0.032967033,57.8102,73.4331,0.194389034,18.21666667,7.966666667,857.5263933,28.38333333,7.3,1523,60.0779601,714,158,2.049999972,2.400000095,1.700000048
186,117.6189575,28.28124237,58,41,17,1111,0.052205221,0.068333333,0.033203125,317.0028,328.2648,0.341703873,18.4625,8.691666667,822.5656232,28.08333333,7.916666667,1803,63.11552073,876,183,2.108333319,2.599999905,1.700000048
187,118.6373215,28.16326714,99,72,27,2117,0.046764289,0.065454545,0.026496565,586.494,310.6242,0.583496246,16.6625,8.641666667,779.2628364,25.83333333,6.683333333,1957,58.48956531,883,191,2.175000012,2.900000095,1.700000048
188,119.6528015,28.03617668,58,42,16,1298,0.044684129,0.058495822,0.027491409,622.0229,337.6342,0.987954575,17.35,8.566666667,778.8044451,26.61666667,7.5,1652,51.83068742,667,157,2.074999988,2.599999905,1.5
189,120.5198822,27.96538925,69,45,24,1588,0.043450882,0.053444181,0.032128514,247.6953,247.7732,1.535919147,18.15833333,7.116666667,771.4680024,27.45,8.65,1710,54.47654134,695,151,2.858333329,3.900000095,2.299999952
190,85.33359528,28.45798683,30,22,8,1433,0.020935101,0.057291667,0.007633588,4900.9028,761.2619,3.941805908,4.941666667,12.11666667,502.4658891,10.66666667,-1.616666667,488,104.9907768,309,22,2.633333325,3.200000048,2.099999905
191,86.62257385,28.42726517,9,3,6,413,0.021791768,0.037974684,0.018072289,5086.3834,566.6264,0.369379395,0.95,15.13333333,640.0248575,8.683333333,-6.966666667,347,135.7217704,258,9,3.241666655,4.099999905,2.599999905
192,87.62830353,28.55774117,5,2,3,216,0.023148148,0.045454545,0.01744186,4820.0322,472.0665,0.878364258,2.5625,15.675,685.1778966,10.86666667,-5.9,364,139.4097214,274,6,3.166666647,4.199999809,2.5
193,88.64569092,28.70884895,2,0,2,141,0.014184397,0,0.018181818,4800.6879,416.7336,0.81130957,-0.7625,14.975,695.4270271,7.633333333,-9.3,244,149.1762335,193,3,3.574999988,5,2.799999952
194,89.66655731,28.85085487,3,0,3,278,0.010791367,0,0.013215859,4745.1985,428.4501,0.411675293,4.229166667,14.875,675.3633983,12.16666667,-4.266666667,293,140.8654891,224,0,2.816666663,4,2.099999905
195,90.69070435,28.98372459,1,0,1,162,0.00617284,0,0.007194245,4659.9822,500.5411,1.368956543,2.020833333,14.75833333,675.9083394,10.05,-6.4,264,141.5408392,202,0,3.291666607,4.199999809,2.5
196,91.7179184,29.1074276,6,2,4,293,0.020477816,0.044444444,0.016326531,4574.6579,511.1477,1.614382324,5.895833333,15.075,661.1438378,13.7,-2.45,330,133.4059407,245,0,2.333333343,3.099999905,1.700000048
197,92.74800873,29.22192955,15,4,11,631,0.023771791,0.028368794,0.022727273,4717.2527,561.4084,2.804937012,0.975,14.95,667.4152994,8.95,-7.316666667,285,124.2591746,199,2,3.299999992,4.699999809,2.700000048
198,93.78076172,29.32720184,26,14,12,1192,0.021812081,0.042553191,0.013921114,4393.2568,588.4633,1.084174805,0.516666667,14.03333333,635.5718017,8.083333333,-7.383333333,374,108.0723995,237,6,3.166666667,3.799999952,2.599999905
199,94.81594849,29.42321396,28,22,6,1109,0.025247971,0.059299191,0.00811908,3453.9626,1018.3186,3.808932129,6.941666667,12.65,574.5426376,13.63333333,-0.4,646,95.13445586,371,10,2.516666691,3.400000095,2
200,95.85337067,29.50994492,54,41,13,1635,0.033027523,0.058908046,0.01381509,3796.4733,878.9042,5.221492676,5.166666667,12.66666667,583.9805933,12.01666667,-2.216666667,705,94.99565166,413,15,2.433333327,3.400000095,1.899999976
201,96.89279175,29.58736801,36,27,9,1233,0.02919708,0.060402685,0.011435832,4817.8668,581.1421,1.17501123,-2.6125,12.69166667,598.3998549,4.55,-9.966666667,565,96.82405699,336,15,3.866666635,4.699999809,3.200000048
202,97.93400574,29.65546417,10,8,2,376,0.026595745,0.079207921,0.007352941,4355.6733,637.6103,2.026212158,0.3625,12.825,601.9405173,7.5,-7.116666667,556,97.30888262,332,13,3.524999996,4.400000095,2.700000048
203,98.97677612,29.71421432,14,8,6,1087,0.012879485,0.025236593,0.007884363,4147.3092,543.9353,2.741729736,8.616666667,14.26666667,603.9165104,15.61666667,0.883333333,501,106.2425247,313,4,2.141666671,2.900000095,1.5
204,100.020874,29.76360321,9,4,5,667,0.013493253,0.030534351,0.009380863,4422.0313,347.6533,0.654615234,-1.3125,13.54166667,616.8472811,5.833333333,-9.15,711,109.7391584,463,12,3.75000002,4.699999809,3
205,101.0660782,29.80361748,26,18,8,1013,0.025666338,0.062068966,0.011111111,3994.5143,476.0285,3.543690674,5.941666667,14.11666667,607.2098384,12.86666667,-2,751,103.8547203,458,10,2.691666663,3.400000095,2.099999905
206,102.1121597,29.83424377,144,103,41,3655,0.039398085,0.066494513,0.019486692,3226.8219,1138.4426,4.359413818,4.6,10.91666667,596.3982806,11.55,-3.183333333,993,89.6589452,545,24,2.62500002,3.099999905,2.299999952
207,103.1588745,29.85547638,183,124,59,4043,0.045263418,0.065194532,0.027595884,1086.0903,642.3733,1.693738403,15.76666667,7.433333333,680.4254462,23.8,6.9,1437,99.50478665,877,49,1.25000002,1.600000024,0.899999976
208,104.2060089,29.86730766,8,8,0,239,0.033472803,0.068376068,0,449.7503,80.9822,0.020041351,17.04583333,6.941666667,701.8982649,25.33333333,7.883333333,1164,94.14804171,675,46,1.175000002,1.5,0.899999976
209,105.2533112,29.86973572,4,4,0,159,0.025157233,0.043478261,0,375.1985,54.5253,0.142344177,17.425,6.666666667,729.2789091,26.13333333,7.983333333,1017,77.32829419,519,51,1.258333335,1.600000024,1
210,106.30056,29.86275864,8,6,2,151,0.052980132,0.065217391,0.033333333,353.535,140.4198,0.920086212,18.10833333,6.516666667,754.3957044,27.3,8.516666667,1082,64.6786834,465,62,1.358333329,1.700000048,1
